experiment,display_name,mode,chunk_t,mean_action_l1
act_lang_B,ACT-Lang-B,correct,0,0.3510461449623108
act_lang_B,ACT-Lang-B,correct,1,0.330349862575531
act_lang_B,ACT-Lang-B,correct,2,0.31333470344543457
act_lang_B,ACT-Lang-B,correct,3,0.3195090591907501
act_lang_B,ACT-Lang-B,correct,4,0.2970212399959564
act_lang_B,ACT-Lang-B,correct,5,0.305650919675827
act_lang_B,ACT-Lang-B,correct,6,0.314393013715744
act_lang_B,ACT-Lang-B,correct,7,0.30074697732925415
act_lang_B,ACT-Lang-B,correct,8,0.31751003861427307
act_lang_B,ACT-Lang-B,correct,9,0.33162349462509155
act_lang_B,ACT-Lang-B,correct,10,0.32130101323127747
act_lang_B,ACT-Lang-B,correct,11,0.3354385197162628
act_lang_B,ACT-Lang-B,correct,12,0.3489198386669159
act_lang_B,ACT-Lang-B,correct,13,0.3321934640407562
act_lang_B,ACT-Lang-B,correct,14,0.32477784156799316
act_lang_B,ACT-Lang-B,correct,15,0.30247217416763306
act_lang_B,ACT-Lang-B,correct,16,0.3371399939060211
act_lang_B,ACT-Lang-B,correct,17,0.3285640478134155
act_lang_B,ACT-Lang-B,correct,18,0.3416301906108856
act_lang_B,ACT-Lang-B,correct,19,0.2806839644908905
act_lang_B,ACT-Lang-B,correct,20,0.2917397916316986
act_lang_B,ACT-Lang-B,correct,21,0.3049808144569397
act_lang_B,ACT-Lang-B,correct,22,0.34555530548095703
act_lang_B,ACT-Lang-B,correct,23,0.3351311683654785
act_lang_B,ACT-Lang-B,correct,24,0.3631581962108612
act_lang_B,ACT-Lang-B,correct,25,0.36182039976119995
act_lang_B,ACT-Lang-B,correct,26,0.3569774329662323
act_lang_B,ACT-Lang-B,correct,27,0.3574920892715454
act_lang_B,ACT-Lang-B,correct,28,0.3901500105857849
act_lang_B,ACT-Lang-B,correct,29,0.3788510859012604
act_lang_B,ACT-Lang-B,correct,30,0.41559889912605286
act_lang_B,ACT-Lang-B,correct,31,0.4320976436138153
act_lang_B,ACT-Lang-B,correct,32,0.4304232895374298
act_lang_B,ACT-Lang-B,correct,33,0.4031035304069519
act_lang_B,ACT-Lang-B,correct,34,0.41075006127357483
act_lang_B,ACT-Lang-B,correct,35,0.40866637229919434
act_lang_B,ACT-Lang-B,correct,36,0.44813263416290283
act_lang_B,ACT-Lang-B,correct,37,0.42809608578681946
act_lang_B,ACT-Lang-B,correct,38,0.43493351340293884
act_lang_B,ACT-Lang-B,correct,39,0.40769103169441223
act_lang_B,ACT-Lang-B,correct,40,0.41324159502983093
act_lang_B,ACT-Lang-B,correct,41,0.39430564641952515
act_lang_B,ACT-Lang-B,correct,42,0.35629624128341675
act_lang_B,ACT-Lang-B,correct,43,0.36635681986808777
act_lang_B,ACT-Lang-B,correct,44,0.4167782962322235
act_lang_B,ACT-Lang-B,correct,45,0.40372732281684875
act_lang_B,ACT-Lang-B,correct,46,0.3381159007549286
act_lang_B,ACT-Lang-B,correct,47,0.3733898401260376
act_lang_B,ACT-Lang-B,correct,48,0.3573567271232605
act_lang_B,ACT-Lang-B,correct,49,0.3369441032409668
act_lang_B,ACT-Lang-B,correct,50,0.39649689197540283
act_lang_B,ACT-Lang-B,correct,51,0.29259192943573
act_lang_B,ACT-Lang-B,correct,52,0.3086335062980652
act_lang_B,ACT-Lang-B,correct,53,0.31882166862487793
act_lang_B,ACT-Lang-B,correct,54,0.32993587851524353
act_lang_B,ACT-Lang-B,correct,55,0.27880948781967163
act_lang_B,ACT-Lang-B,correct,56,0.25692838430404663
act_lang_B,ACT-Lang-B,correct,57,0.23228242993354797
act_lang_B,ACT-Lang-B,correct,58,0.19100165367126465
act_lang_B,ACT-Lang-B,correct,59,0.15297554433345795
act_lang_B,ACT-Lang-B,correct,60,0.13879463076591492
act_lang_B,ACT-Lang-B,correct,61,0.05824964493513107
act_lang_B,ACT-Lang-B,correct,62,0.021537818014621735
act_lang_B,ACT-Lang-B,correct,63,0.0
act_lang_B,ACT-Lang-B,correct,64,0.0
act_lang_B,ACT-Lang-B,correct,65,0.0
act_lang_B,ACT-Lang-B,correct,66,0.0
act_lang_B,ACT-Lang-B,correct,67,0.0
act_lang_B,ACT-Lang-B,correct,68,0.0
act_lang_B,ACT-Lang-B,correct,69,0.0
act_lang_B,ACT-Lang-B,correct,70,0.0
act_lang_B,ACT-Lang-B,correct,71,0.0
act_lang_B,ACT-Lang-B,correct,72,0.0
act_lang_B,ACT-Lang-B,correct,73,0.0
act_lang_B,ACT-Lang-B,correct,74,0.0
act_lang_B,ACT-Lang-B,correct,75,0.0
act_lang_B,ACT-Lang-B,correct,76,0.0
act_lang_B,ACT-Lang-B,correct,77,0.0
act_lang_B,ACT-Lang-B,correct,78,0.0
act_lang_B,ACT-Lang-B,correct,79,0.0
act_lang_B,ACT-Lang-B,correct,80,0.0
act_lang_B,ACT-Lang-B,correct,81,0.0
act_lang_B,ACT-Lang-B,correct,82,0.0
act_lang_B,ACT-Lang-B,correct,83,0.0
act_lang_B,ACT-Lang-B,correct,84,0.0
act_lang_B,ACT-Lang-B,correct,85,0.0
act_lang_B,ACT-Lang-B,correct,86,0.0
act_lang_B,ACT-Lang-B,correct,87,0.0
act_lang_B,ACT-Lang-B,correct,88,0.0
act_lang_B,ACT-Lang-B,correct,89,0.0
act_lang_B,ACT-Lang-B,correct,90,0.0
act_lang_B,ACT-Lang-B,correct,91,0.0
act_lang_B,ACT-Lang-B,correct,92,0.0
act_lang_B,ACT-Lang-B,correct,93,0.0
act_lang_B,ACT-Lang-B,correct,94,0.0
act_lang_B,ACT-Lang-B,correct,95,0.0
act_lang_B,ACT-Lang-B,correct,96,0.0
act_lang_B,ACT-Lang-B,correct,97,0.0
act_lang_B,ACT-Lang-B,correct,98,0.0
act_lang_B,ACT-Lang-B,correct,99,0.0
act_lang_B,ACT-Lang-B,zero_language,0,0.632443368434906
act_lang_B,ACT-Lang-B,zero_language,1,0.6250362992286682
act_lang_B,ACT-Lang-B,zero_language,2,0.6245751976966858
act_lang_B,ACT-Lang-B,zero_language,3,0.6341301798820496
act_lang_B,ACT-Lang-B,zero_language,4,0.6056081056594849
act_lang_B,ACT-Lang-B,zero_language,5,0.6066190600395203
act_lang_B,ACT-Lang-B,zero_language,6,0.6003857254981995
act_lang_B,ACT-Lang-B,zero_language,7,0.5990608930587769
act_lang_B,ACT-Lang-B,zero_language,8,0.5973803997039795
act_lang_B,ACT-Lang-B,zero_language,9,0.5892634391784668
act_lang_B,ACT-Lang-B,zero_language,10,0.584494948387146
act_lang_B,ACT-Lang-B,zero_language,11,0.5969733595848083
act_lang_B,ACT-Lang-B,zero_language,12,0.5950478911399841
act_lang_B,ACT-Lang-B,zero_language,13,0.5632215738296509
act_lang_B,ACT-Lang-B,zero_language,14,0.5488348007202148
act_lang_B,ACT-Lang-B,zero_language,15,0.5176903009414673
act_lang_B,ACT-Lang-B,zero_language,16,0.5347135663032532
act_lang_B,ACT-Lang-B,zero_language,17,0.5177818536758423
act_lang_B,ACT-Lang-B,zero_language,18,0.5452250838279724
act_lang_B,ACT-Lang-B,zero_language,19,0.5045112371444702
act_lang_B,ACT-Lang-B,zero_language,20,0.5221306681632996
act_lang_B,ACT-Lang-B,zero_language,21,0.5546560287475586
act_lang_B,ACT-Lang-B,zero_language,22,0.6253867149353027
act_lang_B,ACT-Lang-B,zero_language,23,0.585971474647522
act_lang_B,ACT-Lang-B,zero_language,24,0.6115712523460388
act_lang_B,ACT-Lang-B,zero_language,25,0.6295031309127808
act_lang_B,ACT-Lang-B,zero_language,26,0.5985071659088135
act_lang_B,ACT-Lang-B,zero_language,27,0.5820034742355347
act_lang_B,ACT-Lang-B,zero_language,28,0.5845382809638977
act_lang_B,ACT-Lang-B,zero_language,29,0.59354567527771
act_lang_B,ACT-Lang-B,zero_language,30,0.6113162040710449
act_lang_B,ACT-Lang-B,zero_language,31,0.6059892773628235
act_lang_B,ACT-Lang-B,zero_language,32,0.5697429776191711
act_lang_B,ACT-Lang-B,zero_language,33,0.5555150508880615
act_lang_B,ACT-Lang-B,zero_language,34,0.5527327656745911
act_lang_B,ACT-Lang-B,zero_language,35,0.5564590096473694
act_lang_B,ACT-Lang-B,zero_language,36,0.583796501159668
act_lang_B,ACT-Lang-B,zero_language,37,0.5853027105331421
act_lang_B,ACT-Lang-B,zero_language,38,0.5933775305747986
act_lang_B,ACT-Lang-B,zero_language,39,0.5840194821357727
act_lang_B,ACT-Lang-B,zero_language,40,0.607492983341217
act_lang_B,ACT-Lang-B,zero_language,41,0.6036221385002136
act_lang_B,ACT-Lang-B,zero_language,42,0.5372146368026733
act_lang_B,ACT-Lang-B,zero_language,43,0.5424675345420837
act_lang_B,ACT-Lang-B,zero_language,44,0.6024974584579468
act_lang_B,ACT-Lang-B,zero_language,45,0.604827344417572
act_lang_B,ACT-Lang-B,zero_language,46,0.5582989454269409
act_lang_B,ACT-Lang-B,zero_language,47,0.5892707109451294
act_lang_B,ACT-Lang-B,zero_language,48,0.5182737708091736
act_lang_B,ACT-Lang-B,zero_language,49,0.49470725655555725
act_lang_B,ACT-Lang-B,zero_language,50,0.5200473070144653
act_lang_B,ACT-Lang-B,zero_language,51,0.36290693283081055
act_lang_B,ACT-Lang-B,zero_language,52,0.3571086525917053
act_lang_B,ACT-Lang-B,zero_language,53,0.3430525064468384
act_lang_B,ACT-Lang-B,zero_language,54,0.3590810298919678
act_lang_B,ACT-Lang-B,zero_language,55,0.3526618480682373
act_lang_B,ACT-Lang-B,zero_language,56,0.3428580164909363
act_lang_B,ACT-Lang-B,zero_language,57,0.2789343595504761
act_lang_B,ACT-Lang-B,zero_language,58,0.2307300865650177
act_lang_B,ACT-Lang-B,zero_language,59,0.20647010207176208
act_lang_B,ACT-Lang-B,zero_language,60,0.19608259201049805
act_lang_B,ACT-Lang-B,zero_language,61,0.11270825564861298
act_lang_B,ACT-Lang-B,zero_language,62,0.03896334767341614
act_lang_B,ACT-Lang-B,zero_language,63,0.0
act_lang_B,ACT-Lang-B,zero_language,64,0.0
act_lang_B,ACT-Lang-B,zero_language,65,0.0
act_lang_B,ACT-Lang-B,zero_language,66,0.0
act_lang_B,ACT-Lang-B,zero_language,67,0.0
act_lang_B,ACT-Lang-B,zero_language,68,0.0
act_lang_B,ACT-Lang-B,zero_language,69,0.0
act_lang_B,ACT-Lang-B,zero_language,70,0.0
act_lang_B,ACT-Lang-B,zero_language,71,0.0
act_lang_B,ACT-Lang-B,zero_language,72,0.0
act_lang_B,ACT-Lang-B,zero_language,73,0.0
act_lang_B,ACT-Lang-B,zero_language,74,0.0
act_lang_B,ACT-Lang-B,zero_language,75,0.0
act_lang_B,ACT-Lang-B,zero_language,76,0.0
act_lang_B,ACT-Lang-B,zero_language,77,0.0
act_lang_B,ACT-Lang-B,zero_language,78,0.0
act_lang_B,ACT-Lang-B,zero_language,79,0.0
act_lang_B,ACT-Lang-B,zero_language,80,0.0
act_lang_B,ACT-Lang-B,zero_language,81,0.0
act_lang_B,ACT-Lang-B,zero_language,82,0.0
act_lang_B,ACT-Lang-B,zero_language,83,0.0
act_lang_B,ACT-Lang-B,zero_language,84,0.0
act_lang_B,ACT-Lang-B,zero_language,85,0.0
act_lang_B,ACT-Lang-B,zero_language,86,0.0
act_lang_B,ACT-Lang-B,zero_language,87,0.0
act_lang_B,ACT-Lang-B,zero_language,88,0.0
act_lang_B,ACT-Lang-B,zero_language,89,0.0
act_lang_B,ACT-Lang-B,zero_language,90,0.0
act_lang_B,ACT-Lang-B,zero_language,91,0.0
act_lang_B,ACT-Lang-B,zero_language,92,0.0
act_lang_B,ACT-Lang-B,zero_language,93,0.0
act_lang_B,ACT-Lang-B,zero_language,94,0.0
act_lang_B,ACT-Lang-B,zero_language,95,0.0
act_lang_B,ACT-Lang-B,zero_language,96,0.0
act_lang_B,ACT-Lang-B,zero_language,97,0.0
act_lang_B,ACT-Lang-B,zero_language,98,0.0
act_lang_B,ACT-Lang-B,zero_language,99,0.0
act_lang_B,ACT-Lang-B,wrong_language,0,0.6770946383476257
act_lang_B,ACT-Lang-B,wrong_language,1,0.6785458326339722
act_lang_B,ACT-Lang-B,wrong_language,2,0.6917245388031006
act_lang_B,ACT-Lang-B,wrong_language,3,0.703521192073822
act_lang_B,ACT-Lang-B,wrong_language,4,0.6999883651733398
act_lang_B,ACT-Lang-B,wrong_language,5,0.6876099705696106
act_lang_B,ACT-Lang-B,wrong_language,6,0.6758749485015869
act_lang_B,ACT-Lang-B,wrong_language,7,0.6810193061828613
act_lang_B,ACT-Lang-B,wrong_language,8,0.6898949146270752
act_lang_B,ACT-Lang-B,wrong_language,9,0.6952877640724182
act_lang_B,ACT-Lang-B,wrong_language,10,0.7104066014289856
act_lang_B,ACT-Lang-B,wrong_language,11,0.7410818934440613
act_lang_B,ACT-Lang-B,wrong_language,12,0.7323540449142456
act_lang_B,ACT-Lang-B,wrong_language,13,0.7128342390060425
act_lang_B,ACT-Lang-B,wrong_language,14,0.7081264853477478
act_lang_B,ACT-Lang-B,wrong_language,15,0.6882796883583069
act_lang_B,ACT-Lang-B,wrong_language,16,0.6992018818855286
act_lang_B,ACT-Lang-B,wrong_language,17,0.7005065679550171
act_lang_B,ACT-Lang-B,wrong_language,18,0.7315481305122375
act_lang_B,ACT-Lang-B,wrong_language,19,0.6905454397201538
act_lang_B,ACT-Lang-B,wrong_language,20,0.6906115412712097
act_lang_B,ACT-Lang-B,wrong_language,21,0.7151471376419067
act_lang_B,ACT-Lang-B,wrong_language,22,0.7542750835418701
act_lang_B,ACT-Lang-B,wrong_language,23,0.7369307279586792
act_lang_B,ACT-Lang-B,wrong_language,24,0.744893491268158
act_lang_B,ACT-Lang-B,wrong_language,25,0.7467371821403503
act_lang_B,ACT-Lang-B,wrong_language,26,0.7237911224365234
act_lang_B,ACT-Lang-B,wrong_language,27,0.7296072244644165
act_lang_B,ACT-Lang-B,wrong_language,28,0.7467095255851746
act_lang_B,ACT-Lang-B,wrong_language,29,0.7501217722892761
act_lang_B,ACT-Lang-B,wrong_language,30,0.7867621779441833
act_lang_B,ACT-Lang-B,wrong_language,31,0.7806125283241272
act_lang_B,ACT-Lang-B,wrong_language,32,0.7732976078987122
act_lang_B,ACT-Lang-B,wrong_language,33,0.7487884759902954
act_lang_B,ACT-Lang-B,wrong_language,34,0.7243502140045166
act_lang_B,ACT-Lang-B,wrong_language,35,0.7243355512619019
act_lang_B,ACT-Lang-B,wrong_language,36,0.7281236052513123
act_lang_B,ACT-Lang-B,wrong_language,37,0.7065190076828003
act_lang_B,ACT-Lang-B,wrong_language,38,0.7070990800857544
act_lang_B,ACT-Lang-B,wrong_language,39,0.6933580636978149
act_lang_B,ACT-Lang-B,wrong_language,40,0.6863004565238953
act_lang_B,ACT-Lang-B,wrong_language,41,0.660386323928833
act_lang_B,ACT-Lang-B,wrong_language,42,0.629227876663208
act_lang_B,ACT-Lang-B,wrong_language,43,0.6356063485145569
act_lang_B,ACT-Lang-B,wrong_language,44,0.7071921825408936
act_lang_B,ACT-Lang-B,wrong_language,45,0.7139264941215515
act_lang_B,ACT-Lang-B,wrong_language,46,0.7002252340316772
act_lang_B,ACT-Lang-B,wrong_language,47,0.7089969515800476
act_lang_B,ACT-Lang-B,wrong_language,48,0.6840095520019531
act_lang_B,ACT-Lang-B,wrong_language,49,0.6473555564880371
act_lang_B,ACT-Lang-B,wrong_language,50,0.6982473134994507
act_lang_B,ACT-Lang-B,wrong_language,51,0.5236030220985413
act_lang_B,ACT-Lang-B,wrong_language,52,0.49932360649108887
act_lang_B,ACT-Lang-B,wrong_language,53,0.4946829676628113
act_lang_B,ACT-Lang-B,wrong_language,54,0.4806371331214905
act_lang_B,ACT-Lang-B,wrong_language,55,0.4096003472805023
act_lang_B,ACT-Lang-B,wrong_language,56,0.39662525057792664
act_lang_B,ACT-Lang-B,wrong_language,57,0.30190593004226685
act_lang_B,ACT-Lang-B,wrong_language,58,0.21953465044498444
act_lang_B,ACT-Lang-B,wrong_language,59,0.22687481343746185
act_lang_B,ACT-Lang-B,wrong_language,60,0.18138784170150757
act_lang_B,ACT-Lang-B,wrong_language,61,0.09016865491867065
act_lang_B,ACT-Lang-B,wrong_language,62,0.056874021887779236
act_lang_B,ACT-Lang-B,wrong_language,63,0.0
act_lang_B,ACT-Lang-B,wrong_language,64,0.0
act_lang_B,ACT-Lang-B,wrong_language,65,0.0
act_lang_B,ACT-Lang-B,wrong_language,66,0.0
act_lang_B,ACT-Lang-B,wrong_language,67,0.0
act_lang_B,ACT-Lang-B,wrong_language,68,0.0
act_lang_B,ACT-Lang-B,wrong_language,69,0.0
act_lang_B,ACT-Lang-B,wrong_language,70,0.0
act_lang_B,ACT-Lang-B,wrong_language,71,0.0
act_lang_B,ACT-Lang-B,wrong_language,72,0.0
act_lang_B,ACT-Lang-B,wrong_language,73,0.0
act_lang_B,ACT-Lang-B,wrong_language,74,0.0
act_lang_B,ACT-Lang-B,wrong_language,75,0.0
act_lang_B,ACT-Lang-B,wrong_language,76,0.0
act_lang_B,ACT-Lang-B,wrong_language,77,0.0
act_lang_B,ACT-Lang-B,wrong_language,78,0.0
act_lang_B,ACT-Lang-B,wrong_language,79,0.0
act_lang_B,ACT-Lang-B,wrong_language,80,0.0
act_lang_B,ACT-Lang-B,wrong_language,81,0.0
act_lang_B,ACT-Lang-B,wrong_language,82,0.0
act_lang_B,ACT-Lang-B,wrong_language,83,0.0
act_lang_B,ACT-Lang-B,wrong_language,84,0.0
act_lang_B,ACT-Lang-B,wrong_language,85,0.0
act_lang_B,ACT-Lang-B,wrong_language,86,0.0
act_lang_B,ACT-Lang-B,wrong_language,87,0.0
act_lang_B,ACT-Lang-B,wrong_language,88,0.0
act_lang_B,ACT-Lang-B,wrong_language,89,0.0
act_lang_B,ACT-Lang-B,wrong_language,90,0.0
act_lang_B,ACT-Lang-B,wrong_language,91,0.0
act_lang_B,ACT-Lang-B,wrong_language,92,0.0
act_lang_B,ACT-Lang-B,wrong_language,93,0.0
act_lang_B,ACT-Lang-B,wrong_language,94,0.0
act_lang_B,ACT-Lang-B,wrong_language,95,0.0
act_lang_B,ACT-Lang-B,wrong_language,96,0.0
act_lang_B,ACT-Lang-B,wrong_language,97,0.0
act_lang_B,ACT-Lang-B,wrong_language,98,0.0
act_lang_B,ACT-Lang-B,wrong_language,99,0.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,0,0.3734281063079834
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,1,0.3789277970790863
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,2,0.34117573499679565
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,3,0.33915385603904724
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,4,0.3363122344017029
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,5,0.34148046374320984
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,6,0.33603668212890625
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,7,0.32084476947784424
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,8,0.31772544980049133
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,9,0.32541757822036743
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,10,0.3406302332878113
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,11,0.3598128855228424
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,12,0.3502104580402374
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,13,0.33962810039520264
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,14,0.3296307325363159
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,15,0.33127856254577637
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,16,0.33241748809814453
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,17,0.3352663815021515
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,18,0.33584561944007874
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,19,0.359722763299942
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,20,0.36608564853668213
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,21,0.3864082396030426
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,22,0.37828168272972107
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,23,0.36465781927108765
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,24,0.38564103841781616
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,25,0.3858714699745178
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,26,0.4065946340560913
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,27,0.40756985545158386
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,28,0.3843753933906555
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,29,0.36335861682891846
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,30,0.36192378401756287
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,31,0.38464152812957764
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,32,0.3514937162399292
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,33,0.34430980682373047
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,34,0.3846089839935303
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,35,0.37508997321128845
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,36,0.3861125707626343
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,37,0.4031011164188385
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,38,0.38358139991760254
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,39,0.4154233932495117
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,40,0.4762932062149048
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,41,0.4732520580291748
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,42,0.4723847508430481
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,43,0.45762011408805847
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,44,0.481243371963501
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,45,0.4846816658973694
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,46,0.5190313458442688
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,47,0.46144747734069824
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,48,0.48569416999816895
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,49,0.4995899498462677
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,50,0.4746662974357605
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,51,0.48986637592315674
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,52,0.38785120844841003
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,53,0.2629106044769287
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,54,0.23987458646297455
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,55,0.2436130791902542
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,56,0.2729268968105316
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,57,0.2169516235589981
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,58,0.23753127455711365
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,59,0.28624358773231506
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,60,0.27637678384780884
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,61,0.2834681272506714
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,62,0.29504966735839844
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,63,0.24576455354690552
act_lang_ABC_200k,ACT-Lang-ABC 200k,correct,64,0.05347035452723503
