experiment,display_name,mode,action_l1
act_lang_B,ACT-Lang-B,correct,0.5219524502754211
act_lang_B,ACT-Lang-B,correct,0.12448695302009583
act_lang_B,ACT-Lang-B,correct,0.2507237493991852
act_lang_B,ACT-Lang-B,correct,0.30035749077796936
act_lang_B,ACT-Lang-B,correct,0.7586684226989746
act_lang_B,ACT-Lang-B,correct,0.2493404597043991
act_lang_B,ACT-Lang-B,correct,0.6344830989837646
act_lang_B,ACT-Lang-B,correct,0.3087296783924103
act_lang_B,ACT-Lang-B,zero_language,0.5818330645561218
act_lang_B,ACT-Lang-B,zero_language,0.21941234171390533
act_lang_B,ACT-Lang-B,zero_language,0.4765629470348358
act_lang_B,ACT-Lang-B,zero_language,0.8526097536087036
act_lang_B,ACT-Lang-B,zero_language,0.7238188982009888
act_lang_B,ACT-Lang-B,zero_language,0.4438723027706146
act_lang_B,ACT-Lang-B,zero_language,0.8509572148323059
act_lang_B,ACT-Lang-B,zero_language,0.3475734293460846
act_lang_B,ACT-Lang-B,wrong_language,0.551139771938324
act_lang_B,ACT-Lang-B,wrong_language,0.4963436424732208
act_lang_B,ACT-Lang-B,wrong_language,1.6687886714935303
act_lang_B,ACT-Lang-B,wrong_language,1.0362721681594849
act_lang_B,ACT-Lang-B,wrong_language,0.7625401020050049
act_lang_B,ACT-Lang-B,wrong_language,0.31750187277793884
act_lang_B,ACT-Lang-B,wrong_language,0.8589894771575928
act_lang_B,ACT-Lang-B,wrong_language,0.6504873633384705
act_lang_B,ACT-Lang-B,correct,0.4687463641166687
act_lang_B,ACT-Lang-B,correct,0.40062031149864197
act_lang_B,ACT-Lang-B,correct,0.3052360713481903
act_lang_B,ACT-Lang-B,correct,0.37369731068611145
act_lang_B,ACT-Lang-B,correct,0.4597705900669098
act_lang_B,ACT-Lang-B,correct,0.2266809046268463
act_lang_B,ACT-Lang-B,correct,0.3556514382362366
act_lang_B,ACT-Lang-B,correct,0.20190498232841492
act_lang_B,ACT-Lang-B,zero_language,0.6673160195350647
act_lang_B,ACT-Lang-B,zero_language,0.4628409147262573
act_lang_B,ACT-Lang-B,zero_language,0.37040796875953674
act_lang_B,ACT-Lang-B,zero_language,0.776361882686615
act_lang_B,ACT-Lang-B,zero_language,0.5876356363296509
act_lang_B,ACT-Lang-B,zero_language,0.584080159664154
act_lang_B,ACT-Lang-B,zero_language,0.7492313385009766
act_lang_B,ACT-Lang-B,zero_language,0.44965609908103943
act_lang_B,ACT-Lang-B,wrong_language,0.7386458516120911
act_lang_B,ACT-Lang-B,wrong_language,0.679460883140564
act_lang_B,ACT-Lang-B,wrong_language,0.2070077508687973
act_lang_B,ACT-Lang-B,wrong_language,0.9385974407196045
act_lang_B,ACT-Lang-B,wrong_language,0.662816047668457
act_lang_B,ACT-Lang-B,wrong_language,0.5433666110038757
act_lang_B,ACT-Lang-B,wrong_language,0.9070119261741638
act_lang_B,ACT-Lang-B,wrong_language,1.0962740182876587
act_lang_B,ACT-Lang-B,correct,0.07322672009468079
act_lang_B,ACT-Lang-B,correct,0.5381909608840942
act_lang_B,ACT-Lang-B,correct,0.2559245228767395
act_lang_B,ACT-Lang-B,correct,0.2829515039920807
act_lang_B,ACT-Lang-B,correct,0.4777831435203552
act_lang_B,ACT-Lang-B,correct,0.2790594696998596
act_lang_B,ACT-Lang-B,correct,0.6890366673469543
act_lang_B,ACT-Lang-B,correct,0.16948482394218445
act_lang_B,ACT-Lang-B,zero_language,0.10173796117305756
act_lang_B,ACT-Lang-B,zero_language,1.1041542291641235
act_lang_B,ACT-Lang-B,zero_language,0.5233331918716431
act_lang_B,ACT-Lang-B,zero_language,1.545924186706543
act_lang_B,ACT-Lang-B,zero_language,1.4182765483856201
act_lang_B,ACT-Lang-B,zero_language,0.3795955181121826
act_lang_B,ACT-Lang-B,zero_language,0.791374146938324
act_lang_B,ACT-Lang-B,zero_language,1.3175935745239258
act_lang_B,ACT-Lang-B,wrong_language,0.18179796636104584
act_lang_B,ACT-Lang-B,wrong_language,1.2180914878845215
act_lang_B,ACT-Lang-B,wrong_language,0.9756370186805725
act_lang_B,ACT-Lang-B,wrong_language,1.4424641132354736
act_lang_B,ACT-Lang-B,wrong_language,0.4536474645137787
act_lang_B,ACT-Lang-B,wrong_language,0.6488842368125916
act_lang_B,ACT-Lang-B,wrong_language,0.7551531195640564
act_lang_B,ACT-Lang-B,wrong_language,1.1499660015106201
act_lang_B,ACT-Lang-B,correct,0.30590254068374634
act_lang_B,ACT-Lang-B,correct,0.2612784206867218
act_lang_B,ACT-Lang-B,correct,0.2943141758441925
act_lang_B,ACT-Lang-B,correct,0.11707495152950287
act_lang_B,ACT-Lang-B,correct,0.6189576387405396
act_lang_B,ACT-Lang-B,correct,0.2516832947731018
act_lang_B,ACT-Lang-B,correct,0.19209985435009003
act_lang_B,ACT-Lang-B,correct,0.4980201721191406
act_lang_B,ACT-Lang-B,zero_language,1.3075952529907227
act_lang_B,ACT-Lang-B,zero_language,0.4639161229133606
act_lang_B,ACT-Lang-B,zero_language,0.3971257507801056
act_lang_B,ACT-Lang-B,zero_language,0.16614855825901031
act_lang_B,ACT-Lang-B,zero_language,1.0080467462539673
act_lang_B,ACT-Lang-B,zero_language,0.3812658488750458
act_lang_B,ACT-Lang-B,zero_language,0.26625561714172363
act_lang_B,ACT-Lang-B,zero_language,0.5590768456459045
act_lang_B,ACT-Lang-B,wrong_language,1.3385173082351685
act_lang_B,ACT-Lang-B,wrong_language,1.011488676071167
act_lang_B,ACT-Lang-B,wrong_language,0.264511376619339
act_lang_B,ACT-Lang-B,wrong_language,0.21454140543937683
act_lang_B,ACT-Lang-B,wrong_language,0.950780987739563
act_lang_B,ACT-Lang-B,wrong_language,1.0209773778915405
act_lang_B,ACT-Lang-B,wrong_language,0.20240482687950134
act_lang_B,ACT-Lang-B,wrong_language,0.5158476233482361
act_lang_B,ACT-Lang-B,correct,0.24116675555706024
act_lang_B,ACT-Lang-B,correct,0.4890139698982239
act_lang_B,ACT-Lang-B,correct,0.3729518949985504
act_lang_B,ACT-Lang-B,correct,0.3845526874065399
act_lang_B,ACT-Lang-B,correct,0.28902044892311096
act_lang_B,ACT-Lang-B,correct,0.26560837030410767
act_lang_B,ACT-Lang-B,correct,0.2842845618724823
act_lang_B,ACT-Lang-B,correct,0.21634595096111298
act_lang_B,ACT-Lang-B,zero_language,0.49489685893058777
act_lang_B,ACT-Lang-B,zero_language,0.8853685259819031
act_lang_B,ACT-Lang-B,zero_language,0.4570373296737671
act_lang_B,ACT-Lang-B,zero_language,0.9212138652801514
act_lang_B,ACT-Lang-B,zero_language,0.6849504709243774
act_lang_B,ACT-Lang-B,zero_language,0.46065351366996765
act_lang_B,ACT-Lang-B,zero_language,0.4988029897212982
act_lang_B,ACT-Lang-B,zero_language,0.3165232837200165
act_lang_B,ACT-Lang-B,wrong_language,0.5441563725471497
act_lang_B,ACT-Lang-B,wrong_language,1.1348447799682617
act_lang_B,ACT-Lang-B,wrong_language,0.9849017262458801
act_lang_B,ACT-Lang-B,wrong_language,0.951580822467804
act_lang_B,ACT-Lang-B,wrong_language,0.5352537631988525
act_lang_B,ACT-Lang-B,wrong_language,0.72185879945755
act_lang_B,ACT-Lang-B,wrong_language,0.38603702187538147
act_lang_B,ACT-Lang-B,wrong_language,1.2071527242660522
act_lang_B,ACT-Lang-B,correct,0.4425434172153473
act_lang_B,ACT-Lang-B,correct,0.3740583658218384
act_lang_B,ACT-Lang-B,correct,0.2589240074157715
act_lang_B,ACT-Lang-B,correct,0.19863136112689972
act_lang_B,ACT-Lang-B,correct,0.3727565109729767
act_lang_B,ACT-Lang-B,correct,0.43559300899505615
act_lang_B,ACT-Lang-B,correct,0.22912979125976562
act_lang_B,ACT-Lang-B,correct,0.26905307173728943
act_lang_B,ACT-Lang-B,zero_language,0.4020230174064636
act_lang_B,ACT-Lang-B,zero_language,0.6739642024040222
act_lang_B,ACT-Lang-B,zero_language,0.3586024343967438
act_lang_B,ACT-Lang-B,zero_language,0.2591196894645691
act_lang_B,ACT-Lang-B,zero_language,0.40310439467430115
act_lang_B,ACT-Lang-B,zero_language,0.5211114883422852
act_lang_B,ACT-Lang-B,zero_language,0.2985115349292755
act_lang_B,ACT-Lang-B,zero_language,0.6750580668449402
act_lang_B,ACT-Lang-B,wrong_language,0.9695590734481812
act_lang_B,ACT-Lang-B,wrong_language,0.480593740940094
act_lang_B,ACT-Lang-B,wrong_language,0.24721603095531464
act_lang_B,ACT-Lang-B,wrong_language,0.24107034504413605
act_lang_B,ACT-Lang-B,wrong_language,0.4472351670265198
act_lang_B,ACT-Lang-B,wrong_language,0.6879103183746338
act_lang_B,ACT-Lang-B,wrong_language,0.27683234214782715
act_lang_B,ACT-Lang-B,wrong_language,0.701153039932251
act_lang_B,ACT-Lang-B,correct,0.24743099510669708
act_lang_B,ACT-Lang-B,correct,0.3727828860282898
act_lang_B,ACT-Lang-B,correct,0.5414301156997681
act_lang_B,ACT-Lang-B,correct,0.3583819568157196
act_lang_B,ACT-Lang-B,correct,0.5302817821502686
act_lang_B,ACT-Lang-B,correct,0.2416868507862091
act_lang_B,ACT-Lang-B,correct,0.19744963943958282
act_lang_B,ACT-Lang-B,correct,0.3377313017845154
act_lang_B,ACT-Lang-B,zero_language,0.8288657069206238
act_lang_B,ACT-Lang-B,zero_language,0.3288594186306
act_lang_B,ACT-Lang-B,zero_language,0.692952036857605
act_lang_B,ACT-Lang-B,zero_language,0.4264068603515625
act_lang_B,ACT-Lang-B,zero_language,0.5674769878387451
act_lang_B,ACT-Lang-B,zero_language,0.4334057867527008
act_lang_B,ACT-Lang-B,zero_language,1.4086657762527466
act_lang_B,ACT-Lang-B,zero_language,0.6277187466621399
act_lang_B,ACT-Lang-B,wrong_language,0.9252176284790039
act_lang_B,ACT-Lang-B,wrong_language,0.764835000038147
act_lang_B,ACT-Lang-B,wrong_language,0.7348189949989319
act_lang_B,ACT-Lang-B,wrong_language,1.3605127334594727
act_lang_B,ACT-Lang-B,wrong_language,0.77243572473526
act_lang_B,ACT-Lang-B,wrong_language,0.6106722950935364
act_lang_B,ACT-Lang-B,wrong_language,1.556436538696289
act_lang_B,ACT-Lang-B,wrong_language,1.0182945728302002
act_lang_B,ACT-Lang-B,correct,0.4518551230430603
act_lang_B,ACT-Lang-B,correct,0.3385424017906189
act_lang_B,ACT-Lang-B,correct,0.3966418504714966
act_lang_B,ACT-Lang-B,correct,0.2167416512966156
act_lang_B,ACT-Lang-B,correct,0.5934826731681824
act_lang_B,ACT-Lang-B,correct,0.08519640564918518
act_lang_B,ACT-Lang-B,correct,0.22907164692878723
act_lang_B,ACT-Lang-B,correct,0.7935689687728882
act_lang_B,ACT-Lang-B,zero_language,0.8350276350975037
act_lang_B,ACT-Lang-B,zero_language,0.3904779255390167
act_lang_B,ACT-Lang-B,zero_language,0.5161775946617126
act_lang_B,ACT-Lang-B,zero_language,0.3884601891040802
act_lang_B,ACT-Lang-B,zero_language,0.897241473197937
act_lang_B,ACT-Lang-B,zero_language,0.07873757183551788
act_lang_B,ACT-Lang-B,zero_language,0.3798178434371948
act_lang_B,ACT-Lang-B,zero_language,0.9143589735031128
act_lang_B,ACT-Lang-B,wrong_language,0.6604605317115784
act_lang_B,ACT-Lang-B,wrong_language,0.8476579189300537
act_lang_B,ACT-Lang-B,wrong_language,0.41015374660491943
act_lang_B,ACT-Lang-B,wrong_language,0.9145655035972595
act_lang_B,ACT-Lang-B,wrong_language,0.6429468989372253
act_lang_B,ACT-Lang-B,wrong_language,0.38965922594070435
act_lang_B,ACT-Lang-B,wrong_language,0.636145830154419
act_lang_B,ACT-Lang-B,wrong_language,0.8505244851112366
act_lang_B,ACT-Lang-B,correct,0.17425096035003662
act_lang_B,ACT-Lang-B,correct,0.09026816487312317
act_lang_B,ACT-Lang-B,correct,0.27996134757995605
act_lang_B,ACT-Lang-B,correct,0.17293418943881989
act_lang_B,ACT-Lang-B,correct,0.2426476925611496
act_lang_B,ACT-Lang-B,correct,0.2924078404903412
act_lang_B,ACT-Lang-B,correct,0.19097673892974854
act_lang_B,ACT-Lang-B,correct,0.6589400768280029
act_lang_B,ACT-Lang-B,zero_language,0.410641610622406
act_lang_B,ACT-Lang-B,zero_language,0.22455936670303345
act_lang_B,ACT-Lang-B,zero_language,0.42069318890571594
act_lang_B,ACT-Lang-B,zero_language,0.312391072511673
act_lang_B,ACT-Lang-B,zero_language,0.34972646832466125
act_lang_B,ACT-Lang-B,zero_language,0.4214242398738861
act_lang_B,ACT-Lang-B,zero_language,0.29473087191581726
act_lang_B,ACT-Lang-B,zero_language,0.7917702198028564
act_lang_B,ACT-Lang-B,wrong_language,0.5593158006668091
act_lang_B,ACT-Lang-B,wrong_language,0.7439362406730652
act_lang_B,ACT-Lang-B,wrong_language,0.4648052155971527
act_lang_B,ACT-Lang-B,wrong_language,0.6166714429855347
act_lang_B,ACT-Lang-B,wrong_language,0.28415924310684204
act_lang_B,ACT-Lang-B,wrong_language,0.6266595125198364
act_lang_B,ACT-Lang-B,wrong_language,0.2863634526729584
act_lang_B,ACT-Lang-B,wrong_language,1.2966725826263428
act_lang_B,ACT-Lang-B,correct,0.3723090887069702
act_lang_B,ACT-Lang-B,correct,0.2492045760154724
act_lang_B,ACT-Lang-B,correct,0.5882608890533447
act_lang_B,ACT-Lang-B,correct,0.210717111825943
act_lang_B,ACT-Lang-B,correct,0.5101302862167358
act_lang_B,ACT-Lang-B,correct,0.37733376026153564
act_lang_B,ACT-Lang-B,correct,0.2522783577442169
act_lang_B,ACT-Lang-B,correct,0.7299328446388245
act_lang_B,ACT-Lang-B,zero_language,0.923040509223938
act_lang_B,ACT-Lang-B,zero_language,0.38383948802948
act_lang_B,ACT-Lang-B,zero_language,0.8402549624443054
act_lang_B,ACT-Lang-B,zero_language,0.32424408197402954
act_lang_B,ACT-Lang-B,zero_language,0.5184357762336731
act_lang_B,ACT-Lang-B,zero_language,0.7595899105072021
act_lang_B,ACT-Lang-B,zero_language,0.6714636087417603
act_lang_B,ACT-Lang-B,zero_language,0.6532877087593079
act_lang_B,ACT-Lang-B,wrong_language,0.9319183826446533
act_lang_B,ACT-Lang-B,wrong_language,1.0751615762710571
act_lang_B,ACT-Lang-B,wrong_language,1.252573847770691
act_lang_B,ACT-Lang-B,wrong_language,0.3036464750766754
act_lang_B,ACT-Lang-B,wrong_language,0.6799561381340027
act_lang_B,ACT-Lang-B,wrong_language,0.9065618515014648
act_lang_B,ACT-Lang-B,wrong_language,0.6937233805656433
act_lang_B,ACT-Lang-B,wrong_language,0.7736259698867798
act_lang_B,ACT-Lang-B,correct,0.4984731674194336
act_lang_B,ACT-Lang-B,correct,0.31848809123039246
act_lang_B,ACT-Lang-B,correct,0.22185087203979492
act_lang_B,ACT-Lang-B,correct,0.23524419963359833
act_lang_B,ACT-Lang-B,correct,0.3567359149456024
act_lang_B,ACT-Lang-B,correct,0.38409537076950073
act_lang_B,ACT-Lang-B,correct,0.5697783827781677
act_lang_B,ACT-Lang-B,correct,0.3646835386753082
act_lang_B,ACT-Lang-B,zero_language,0.5135200023651123
act_lang_B,ACT-Lang-B,zero_language,0.4560920298099518
act_lang_B,ACT-Lang-B,zero_language,1.0114187002182007
act_lang_B,ACT-Lang-B,zero_language,0.8325578570365906
act_lang_B,ACT-Lang-B,zero_language,0.9048351645469666
act_lang_B,ACT-Lang-B,zero_language,0.6668413877487183
act_lang_B,ACT-Lang-B,zero_language,0.6512796878814697
act_lang_B,ACT-Lang-B,zero_language,1.1961679458618164
act_lang_B,ACT-Lang-B,wrong_language,1.1250938177108765
act_lang_B,ACT-Lang-B,wrong_language,0.3245864510536194
act_lang_B,ACT-Lang-B,wrong_language,1.1419230699539185
act_lang_B,ACT-Lang-B,wrong_language,1.2061738967895508
act_lang_B,ACT-Lang-B,wrong_language,0.8425824046134949
act_lang_B,ACT-Lang-B,wrong_language,0.5106459259986877
act_lang_B,ACT-Lang-B,wrong_language,1.243518590927124
act_lang_B,ACT-Lang-B,wrong_language,1.1527070999145508
act_lang_B,ACT-Lang-B,correct,0.14801350235939026
act_lang_B,ACT-Lang-B,correct,0.3926751911640167
act_lang_B,ACT-Lang-B,correct,0.2038607895374298
act_lang_B,ACT-Lang-B,correct,0.30188608169555664
act_lang_B,ACT-Lang-B,correct,0.10197482258081436
act_lang_B,ACT-Lang-B,correct,0.18486696481704712
act_lang_B,ACT-Lang-B,correct,0.2601490318775177
act_lang_B,ACT-Lang-B,correct,0.17415666580200195
act_lang_B,ACT-Lang-B,zero_language,0.1741999238729477
act_lang_B,ACT-Lang-B,zero_language,0.3830791413784027
act_lang_B,ACT-Lang-B,zero_language,0.33707407116889954
act_lang_B,ACT-Lang-B,zero_language,0.4708336889743805
act_lang_B,ACT-Lang-B,zero_language,0.2064250260591507
act_lang_B,ACT-Lang-B,zero_language,0.30752816796302795
act_lang_B,ACT-Lang-B,zero_language,0.5234769582748413
act_lang_B,ACT-Lang-B,zero_language,0.2759488821029663
act_lang_B,ACT-Lang-B,wrong_language,0.22469256818294525
act_lang_B,ACT-Lang-B,wrong_language,0.38759613037109375
act_lang_B,ACT-Lang-B,wrong_language,1.018270492553711
act_lang_B,ACT-Lang-B,wrong_language,0.48279502987861633
act_lang_B,ACT-Lang-B,wrong_language,0.6908226609230042
act_lang_B,ACT-Lang-B,wrong_language,0.19111213088035583
act_lang_B,ACT-Lang-B,wrong_language,0.2601490318775177
act_lang_B,ACT-Lang-B,wrong_language,0.3377993404865265
act_lang_B,ACT-Lang-B,correct,0.28877031803131104
act_lang_B,ACT-Lang-B,correct,0.32051557302474976
act_lang_B,ACT-Lang-B,correct,0.4386926293373108
act_lang_B,ACT-Lang-B,correct,0.31607773900032043
act_lang_B,ACT-Lang-B,correct,0.3470394015312195
act_lang_B,ACT-Lang-B,correct,0.6298249363899231
act_lang_B,ACT-Lang-B,correct,0.3148568272590637
act_lang_B,ACT-Lang-B,correct,0.39737096428871155
act_lang_B,ACT-Lang-B,zero_language,0.4570019841194153
act_lang_B,ACT-Lang-B,zero_language,1.0790034532546997
act_lang_B,ACT-Lang-B,zero_language,0.5529047846794128
act_lang_B,ACT-Lang-B,zero_language,1.0289511680603027
act_lang_B,ACT-Lang-B,zero_language,0.5170636773109436
act_lang_B,ACT-Lang-B,zero_language,0.6010649800300598
act_lang_B,ACT-Lang-B,zero_language,0.4608084559440613
act_lang_B,ACT-Lang-B,zero_language,0.4174724221229553
act_lang_B,ACT-Lang-B,wrong_language,0.4684998393058777
act_lang_B,ACT-Lang-B,wrong_language,0.35331839323043823
act_lang_B,ACT-Lang-B,wrong_language,1.3994219303131104
act_lang_B,ACT-Lang-B,wrong_language,0.9633470773696899
act_lang_B,ACT-Lang-B,wrong_language,0.8993577361106873
act_lang_B,ACT-Lang-B,wrong_language,0.6074154376983643
act_lang_B,ACT-Lang-B,wrong_language,0.35486868023872375
act_lang_B,ACT-Lang-B,wrong_language,0.42102429270744324
act_lang_B,ACT-Lang-B,correct,0.2176864594221115
act_lang_B,ACT-Lang-B,correct,0.4071226119995117
act_lang_B,ACT-Lang-B,correct,0.6064964532852173
act_lang_B,ACT-Lang-B,correct,0.6036768555641174
act_lang_B,ACT-Lang-B,correct,0.1092187687754631
act_lang_B,ACT-Lang-B,correct,0.0756751149892807
act_lang_B,ACT-Lang-B,correct,0.37429097294807434
act_lang_B,ACT-Lang-B,correct,0.28983035683631897
act_lang_B,ACT-Lang-B,zero_language,0.2446930855512619
act_lang_B,ACT-Lang-B,zero_language,0.8784365653991699
act_lang_B,ACT-Lang-B,zero_language,0.7634904384613037
act_lang_B,ACT-Lang-B,zero_language,1.0928115844726562
act_lang_B,ACT-Lang-B,zero_language,0.13044238090515137
act_lang_B,ACT-Lang-B,zero_language,0.17880278825759888
act_lang_B,ACT-Lang-B,zero_language,0.4094800651073456
act_lang_B,ACT-Lang-B,zero_language,0.35921674966812134
act_lang_B,ACT-Lang-B,wrong_language,0.22042810916900635
act_lang_B,ACT-Lang-B,wrong_language,0.8210999369621277
act_lang_B,ACT-Lang-B,wrong_language,1.0774723291397095
act_lang_B,ACT-Lang-B,wrong_language,1.016845941543579
act_lang_B,ACT-Lang-B,wrong_language,0.7104530334472656
act_lang_B,ACT-Lang-B,wrong_language,0.07328867167234421
act_lang_B,ACT-Lang-B,wrong_language,0.4238874912261963
act_lang_B,ACT-Lang-B,wrong_language,0.37818312644958496
act_lang_B,ACT-Lang-B,correct,0.3654156029224396
act_lang_B,ACT-Lang-B,correct,0.3365958034992218
act_lang_B,ACT-Lang-B,correct,0.5654810667037964
act_lang_B,ACT-Lang-B,correct,0.17017953097820282
act_lang_B,ACT-Lang-B,correct,0.2995494604110718
act_lang_B,ACT-Lang-B,correct,0.38083216547966003
act_lang_B,ACT-Lang-B,correct,0.23074854910373688
act_lang_B,ACT-Lang-B,correct,0.34170886874198914
act_lang_B,ACT-Lang-B,zero_language,0.3476485013961792
act_lang_B,ACT-Lang-B,zero_language,0.3264593482017517
act_lang_B,ACT-Lang-B,zero_language,0.7791321873664856
act_lang_B,ACT-Lang-B,zero_language,0.14547450840473175
act_lang_B,ACT-Lang-B,zero_language,0.862834632396698
act_lang_B,ACT-Lang-B,zero_language,0.6065462231636047
act_lang_B,ACT-Lang-B,zero_language,0.5771598815917969
act_lang_B,ACT-Lang-B,zero_language,0.38979190587997437
act_lang_B,ACT-Lang-B,wrong_language,0.5944733619689941
act_lang_B,ACT-Lang-B,wrong_language,0.4981885850429535
act_lang_B,ACT-Lang-B,wrong_language,0.6954748630523682
act_lang_B,ACT-Lang-B,wrong_language,0.1433332860469818
act_lang_B,ACT-Lang-B,wrong_language,0.259940505027771
act_lang_B,ACT-Lang-B,wrong_language,0.7053182721138
act_lang_B,ACT-Lang-B,wrong_language,0.8810945749282837
act_lang_B,ACT-Lang-B,wrong_language,0.8455412983894348
act_lang_B,ACT-Lang-B,correct,0.3046901226043701
act_lang_B,ACT-Lang-B,correct,0.19410401582717896
act_lang_B,ACT-Lang-B,correct,0.3340633511543274
act_lang_B,ACT-Lang-B,correct,0.3753032386302948
act_lang_B,ACT-Lang-B,correct,0.07990845292806625
